s3ka2_1_4_9_10_0.01_LSTM,_,_,_
all = 8102,neg = 36,neg = 0,pro = 0.0044433
_,_,_,_
s3ka3_1_4_9_10_0.05_LSTM,_,_,_
all = 5375,neg = 69,neg = 1,pro = 0.012837
_,_,_,_
s3ta2_1_4_9_10_0.01_LSTM,_,_,_
all = 7882,neg = 154,neg = 43,pro = 0.019538
_,_,_,_
s3ta3_1_4_9_10_0.05_LSTM,_,_,_
all = 5697,neg = 181,neg = 111,pro = 0.031771
_,_,_,_
