s3tc1,_,_,_
all = 8868,neg = 128,zero = 0,pro = 0.014434
_,_,_,_
s3tc1_2_4_9_10_0.0_LSTM,_,_,_
all = 9000,neg = 260,zero = 0,pro = 0.028889
_,_,_,_
s3tc2_2_4_9_10_0.01_LSTM,_,_,_
all = 8344,neg = 177,zero = 41,pro = 0.021213
_,_,_,_
s3tc3_2_4_9_10_0.05_LSTM,_,_,_
all = 5611,neg = 153,zero = 124,pro = 0.027268
_,_,_,_
s3tc4_2_4_9_10_0.1_LSTM,_,_,_
all = 4426,neg = 278,zero = 164,pro = 0.062811
_,_,_,_
