

cc3a1,,,
25.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
5.00,30.00,30.00,16.00
29.00,30.00,30.00,30.00
23.00,30.00,30.00,30.00
15.00,30.00,29.00,30.00
30.00,30.00,30.00,30.00
18.00,30.00,26.00,30.00
30.00,30.00,30.00,30.00
13.00,30.00,30.00,30.00
23.00,29.00,30.00,28.00
30.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
22.00,30.00,28.00,21.00


cc3a2,,,
30.00,30.00,30.00,30.00
19.00,29.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
29.00,29.00,30.00,28.00
30.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
27.00,17.00,24.00,16.00
30.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
30.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
30.00,30.00,30.00,30.00
18.00,30.00,30.00,30.00


cc3a3,,,
30.00,28.00,30.00,30.00
30.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
19.00,27.00,22.00,13.00
29.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
29.00,29.00,30.00,24.00


cc3a4,,,
12.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
15.00,27.00,29.00,28.00
29.00,29.00,30.00,29.00
0.00,0.00,0.00,0.00
29.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
30.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
27.00,29.00,29.00,28.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00


cc5a1d10,,,
27.00,30.00,30.00,30.00
27.00,26.00,30.00,30.00
1.00,26.00,28.00,29.00
25.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
13.00,22.00,30.00,23.00
0.00,27.00,30.00,30.00
30.00,30.00,29.00,30.00
11.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00
27.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
24.00,30.00,30.00,29.00
25.00,30.00,30.00,30.00
0.00,0.00,0.00,0.00


cc5a2d10,,,
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
25.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
24.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
24.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
24.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00


cc5a3d10,,,
29.00,30.00,30.00,30.00
27.00,30.00,30.00,30.00
24.00,30.00,30.00,30.00
26.00,30.00,30.00,30.00
20.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
29.00,30.00,30.00,30.00
27.00,30.00,30.00,30.00
27.00,30.00,30.00,30.00
26.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
24.00,30.00,30.00,30.00
21.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
26.00,30.00,30.00,30.00


cc5a4d10,,,
28.00,30.00,30.00,30.00
26.00,30.00,30.00,30.00
28.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
14.00,9.00,27.00,1.00
29.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
